fluxdate    fluxtime    fluxjulian    fluxcarrington  fluxobsflux  fluxadjflux  fluxursi  
20121108    180000      2456240.239   2130.142        0103.8       0101.8       0091.7    
20121108    200000      2456240.322   2130.145        0104.1       0102.2       0091.9    
20121108    220000      2456240.406   2130.148        0104.5       0102.5       0092.3    
20121109    180000      2456241.239   2130.178        0113.8       0111.6       0100.4    
20121109    200000      2456241.322   2130.181        0115.1       0112.9       0101.6    
20121109    220000      2456241.406   2130.184        0115.8       0113.6       0102.2    
20121110    180000      2456242.239   2130.215        0123.2       0120.7       0108.7    
20121110    200000      2456242.322   2130.218        0122.2       0119.8       0107.9    
20121110    220000      2456242.406   2130.221        0124.9       0122.4       0110.2    
20121111    180000      2456243.239   2130.252        0134.0       0131.3       0118.2    
20121111    200000      2456243.322   2130.255        0133.3       0130.6       0117.6    
20121111    220000      2456243.406   2130.258        0133.8       0131.1       0118.0    
20121112    180000      2456244.239   2130.288        0139.7       0136.8       0123.1    
20121112    200000      2456244.322   2130.291        0143.8       0140.8       0126.8    
20121112    220000      2456244.406   2130.294        0143.1       0140.1       0126.1    
20121113    180000      2456245.239   2130.325        0143.5       0140.5       0126.4    
20121113    200000      2456245.322   2130.328        0146.2       0143.1       0128.8    
20121113    220000      2456245.406   2130.331        0147.6       0144.5       0130.0    
20121114    180000      2456246.239   2130.362        0143.2       0140.2       0126.1    
20121114    200000      2456246.322   2130.365        0142.1       0139.1       0125.2    
20121114    220000      2456246.406   2130.368        0142.2       0139.2       0125.3    
20121115    180000      2456247.239   2130.398        0141.1       0138.0       0124.2    
20121115    200000      2456247.322   2130.401        0141.7       0138.6       0124.8    
20121115    220000      2456247.406   2130.404        0139.6       0136.5       0122.8    
20121116    180000      2456248.239   2130.435        0138.9       0135.8       0122.2    
20121116    200000      2456248.322   2130.438        0138.3       0135.2       0121.7    
20121116    220000      2456248.406   2130.441        0139.4       0136.3       0122.6    
20121117    180000      2456249.239   2130.472        0136.9       0133.8       0120.4    
20121117    200000      2456249.322   2130.475        0135.5       0132.4       0119.1    
20121117    220000      2456249.406   2130.478        0134.4       0131.4       0118.2    
20121118    180000      2456250.239   2130.508        0141.2       0138.0       0124.2    
20121118    200000      2456250.322   2130.511        0141.0       0137.7       0123.9    
20121118    220000      2456250.406   2130.514        0139.6       0136.3       0122.7    
20121119    180000      2456251.239   2130.545        0134.5       0131.3       0118.2    
20121119    200000      2456251.322   2130.548        0133.9       0130.7       0117.6    
20121119    220000      2456251.406   2130.551        0134.4       0131.2       0118.1    
20121120    180000      2456252.239   2130.582        0140.6       0137.2       0123.5    
20121120    200000      2456252.322   2130.585        0141.2       0137.8       0124.0    
20121120    220000      2456252.406   2130.588        0138.4       0135.1       0121.6    
20121121    180000      2456253.239   2130.618        0138.4       0135.0       0121.5    
20121121    200000      2456253.322   2130.621        0140.4       0137.0       0123.3    
20121121    220000      2456253.406   2130.624        0140.2       0136.7       0123.1    
20121122    180000      2456254.239   2130.655        0129.4       0126.2       0113.6    
20121122    200000      2456254.322   2130.658        0127.7       0124.5       0112.1    
20121122    220000      2456254.406   2130.661        0127.1       0124.0       0111.6    
20121123    180000      2456255.239   2130.691        0128.5       0125.3       0112.7    
20121123    200000      2456255.322   2130.695        0126.7       0123.5       0111.1    
20121123    220000      2456255.406   2130.698        0127.0       0123.8       0111.4    
20121124    180000      2456256.239   2130.728        0120.3       0117.3       0105.5    
20121124    200000      2456256.322   2130.731        0118.0       0115.0       0103.5    
20121124    220000      2456256.406   2130.734        0118.4       0115.4       0103.8    
20121125    180000      2456257.239   2130.765        0122.8       0119.6       0107.6    
20121125    200000      2456257.322   2130.768        0121.6       0118.4       0106.6    
20121125    220000      2456257.406   2130.771        0122.1       0118.9       0107.0    
20121126    180000      2456258.239   2130.801        0122.2       0119.0       0107.1    
20121126    200000      2456258.322   2130.805        0121.8       0118.6       0106.7    
20121126    220000      2456258.406   2130.808        0122.7       0119.5       0107.5    
20121127    180000      2456259.239   2130.838        0119.4       0116.2       0104.6    
20121127    200000      2456259.322   2130.841        0117.1       0114.0       0102.6    
20121127    220000      2456259.406   2130.844        0117.4       0114.3       0102.9    
20121128    180000      2456260.239   2130.875        0113.9       0110.8       0099.8    
20121128    200000      2456260.322   2130.878        0114.3       0111.2       0100.1    
20121128    220000      2456260.406   2130.881        0121.8       0118.5       0106.6    
20121129    180000      2456261.239   2130.911        0114.5       0111.3       0100.2    
20121129    200000      2456261.322   2130.915        0113.1       0110.0       0099.0    
20121129    220000      2456261.406   2130.918        0110.9       0107.8       0097.1    
20121130    180000      2456262.239   2130.948        0114.4       0111.3       0100.2    
20121130    200000      2456262.322   2130.951        0110.6       0107.5       0096.8    
20121130    220000      2456262.406   2130.954        0109.3       0106.3       0095.7    
20121201    180000      2456263.239   2130.985        0102.6       0099.8       0089.8    
20121201    200000      2456263.322   2130.988        0101.7       0098.8       0089.0    
20121201    220000      2456263.406   2130.991        0101.1       0098.3       0088.5    
20121202    180000      2456264.239   2131.021        0098.6       0095.8       0086.3    
20121202    200000      2456264.322   2131.025        0097.7       0094.9       0085.4    
20121202    220000      2456264.406   2131.028        0097.5       0094.7       0085.3    
20121203    180000      2456265.239   2131.058        0096.6       0093.8       0084.4    
20121203    200000      2456265.322   2131.061        0096.6       0093.9       0084.5    
20121203    220000      2456265.406   2131.064        0096.6       0093.9       0084.5    
20121204    180000      2456266.239   2131.095        0096.8       0094.0       0084.6    
20121204    200000      2456266.322   2131.098        0096.2       0093.4       0084.1    
20121204    220000      2456266.406   2131.101        0096.0       0093.2       0083.9    
20121205    180000      2456267.239   2131.131        0096.4       0093.6       0084.2    
20121205    200000      2456267.322   2131.135        0095.5       0092.7       0083.5    
20121205    220000      2456267.406   2131.138        0095.2       0092.4       0083.2    
20121206    180000      2456268.239   2131.168        0098.3       0095.4       0085.9    
