fluxdate    fluxtime    fluxjulian    fluxcarrington  fluxobsflux  fluxadjflux  fluxursi  
20091026    170000      2455131.197   2089.480        0081.1       0080.1       0072.1    
20091026    200000      2455131.322   2089.485        0081.3       0080.3       0072.3    
20091026    230000      2455131.447   2089.490        0080.2       0079.3       0071.3    
20091027    170000      2455132.197   2089.517        0082.3       0081.3       0073.1    
20091027    200000      2455132.322   2089.522        0081.5       0080.4       0072.4    
20091027    230000      2455132.447   2089.526        0079.1       0078.1       0070.3    
20091028    170000      2455133.197   2089.554        0081.5       0080.5       0072.4    
20091028    200000      2455133.322   2089.558        0079.9       0078.9       0071.0    
20091028    230000      2455133.447   2089.563        0078.0       0077.0       0069.3    
20091029    170000      2455134.197   2089.590        0075.0       0074.0       0066.6    
20091029    200000      2455134.322   2089.595        0076.7       0075.6       0068.1    
20091029    230000      2455134.447   2089.600        0074.8       0073.7       0066.4    
20091030    170000      2455135.197   2089.627        0076.5       0075.4       0067.8    
20091030    200000      2455135.322   2089.632        0075.2       0074.2       0066.7    
20091030    230000      2455135.447   2089.636        0073.3       0072.2       0065.0    
20091031    170000      2455136.197   2089.664        0076.5       0075.3       0067.8    
20091031    200000      2455136.322   2089.668        0075.1       0074.0       0066.6    
20091031    230000      2455136.447   2089.673        0072.7       0071.6       0064.4    
20091101    180000      2455137.239   2089.702        0073.2       0072.1       0064.9    
20091101    200000      2455137.322   2089.705        0072.3       0071.2       0064.0    
20091101    220000      2455137.406   2089.708        0070.9       0069.8       0062.8    
20091102    180000      2455138.239   2089.739        0072.0       0070.9       0063.8    
20091102    200000      2455138.322   2089.742        0071.4       0070.3       0063.3    
20091102    220000      2455138.406   2089.745        0070.7       0069.6       0062.7    
20091103    180000      2455139.239   2089.775        0073.2       0072.1       0064.8    
20091103    200000      2455139.322   2089.778        0071.5       0070.3       0063.3    
20091103    220000      2455139.406   2089.781        0070.5       0069.3       0062.4    
20091104    180000      2455140.239   2089.812        0071.9       0070.7       0063.6    
20091104    200000      2455140.322   2089.815        0071.4       0070.2       0063.2    
20091104    220000      2455140.406   2089.818        0070.6       0069.4       0062.5    
20091105    180000      2455141.239   2089.849        0072.1       0070.9       0063.8    
20091105    200000      2455141.322   2089.852        0070.5       0069.3       0062.4    
20091105    220000      2455141.406   2089.855        0069.8       0068.6       0061.7    
20091106    180000      2455142.239   2089.885        0071.6       0070.3       0063.3    
20091106    200000      2455142.322   2089.888        0070.9       0069.6       0062.7    
20091106    220000      2455142.406   2089.891        0070.6       0069.3       0062.4    
20091107    180000      2455143.239   2089.922        0071.5       0070.2       0063.2    
20091107    200000      2455143.322   2089.925        0070.6       0069.3       0062.4    
20091107    220000      2455143.406   2089.928        0069.8       0068.5       0061.6    
20091108    180000      2455144.239   2089.959        0071.9       0070.5       0063.5    
20091108    200000      2455144.322   2089.962        0070.9       0069.6       0062.6    
20091108    220000      2455144.406   2089.965        0070.1       0068.8       0061.9    
20091109    180000      2455145.239   2089.995        0073.3       0071.9       0064.7    
20091109    200000      2455145.322   2089.998        0072.1       0070.7       0063.7    
20091109    220000      2455145.406   2090.001        0071.1       0069.8       0062.8    
20091110    180000      2455146.239   2090.032        0073.8       0072.4       0065.1    
20091110    200000      2455146.322   2090.035        0072.8       0071.3       0064.2    
20091110    220000      2455146.406   2090.038        0070.9       0069.5       0062.6    
20091111    180000      2455147.239   2090.069        0073.2       0071.8       0064.6    
20091111    200000      2455147.322   2090.072        0072.4       0071.0       0063.9    
20091111    220000      2455147.406   2090.075        0071.2       0069.8       0062.8    
20091112    180000      2455148.239   2090.105        0074.3       0072.8       0065.5    
20091112    200000      2455148.322   2090.108        0073.2       0071.7       0064.6    
20091112    220000      2455148.406   2090.111        0072.4       0070.9       0063.8    
20091113    180000      2455149.239   2090.142        0075.3       0073.7       0066.3    
20091113    200000      2455149.322   2090.145        0074.1       0072.6       0065.3    
20091113    220000      2455149.406   2090.148        0073.6       0072.0       0064.8    
20091114    180000      2455150.239   2090.179        0075.9       0074.3       0066.8    
20091114    200000      2455150.322   2090.182        0074.8       0073.2       0065.9    
20091114    220000      2455150.406   2090.185        0073.7       0072.2       0064.9    
20091115    180000      2455151.239   2090.215        0075.7       0074.0       0066.6    
20091115    200000      2455151.322   2090.218        0075.1       0073.5       0066.1    
20091115    220000      2455151.406   2090.221        0073.9       0072.3       0065.1    
20091116    180000      2455152.239   2090.252        0076.6       0074.9       0067.4    
20091116    200000      2455152.322   2090.255        0076.2       0074.5       0067.0    
20091116    220000      2455152.406   2090.258        0074.8       0073.1       0065.8    
20091117    180000      2455153.239   2090.289        0077.8       0076.0       0068.4    
20091117    200000      2455153.322   2090.292        0077.2       0075.4       0067.9    
20091117    220000      2455153.406   2090.295        0075.6       0073.9       0066.5    
20091118    180000      2455154.239   2090.325        0077.4       0075.6       0068.0    
20091118    200000      2455154.322   2090.328        0076.1       0074.4       0066.9    
20091118    220000      2455154.406   2090.331        0074.7       0073.0       0065.7    
20091119    180000      2455155.239   2090.362        0078.0       0076.2       0068.6    
20091119    200000      2455155.322   2090.365        0076.7       0074.9       0067.5    
20091119    220000      2455155.406   2090.368        0076.1       0074.3       0066.9    
20091120    180000      2455156.239   2090.399        0077.5       0075.6       0068.1    
20091120    200000      2455156.322   2090.402        0076.2       0074.4       0066.9    
20091120    220000      2455156.406   2090.405        0075.6       0073.8       0066.4    
20091121    180000      2455157.239   2090.435        0077.2       0075.3       0067.8    
20091121    200000      2455157.322   2090.438        0075.8       0074.0       0066.6    
20091121    220000      2455157.406   2090.441        0075.0       0073.2       0065.9    
20091122    180000      2455158.239   2090.472        0077.3       0075.4       0067.9    
20091122    200000      2455158.322   2090.475        0076.3       0074.4       0067.0    
20091122    220000      2455158.406   2090.478        0075.3       0073.4       0066.1    
20091123    180000      2455159.239   2090.509        0076.8       0074.9       0067.4    
20091123    200000      2455159.322   2090.512        0075.7       0073.8       0066.4    
20091123    220000      2455159.406   2090.515        0074.4       0072.6       0065.3    
20091124    180000      2455160.239   2090.545        0076.2       0074.3       0066.9    
20091124    200000      2455160.322   2090.548        0074.7       0072.8       0065.6    
20091124    220000      2455160.406   2090.551        0073.4       0071.5       0064.4    
20091125    180000      2455161.239   2090.582        0075.9       0073.9       0066.6    
20091125    200000      2455161.322   2090.585        0074.2       0072.3       0065.1    
20091125    220000      2455161.406   2090.588        0073.6       0071.7       0064.5    
20091126    180000      2455162.239   2090.619        0075.8       0073.8       0066.4    
20091126    200000      2455162.322   2090.622        0074.7       0072.7       0065.5    
20091126    220000      2455162.406   2090.625        0073.4       0071.4       0064.3    
20091127    180000      2455163.239   2090.655        0075.1       0073.1       0065.8    
20091127    200000      2455163.322   2090.658        0073.7       0071.7       0064.5    
20091127    220000      2455163.406   2090.661        0072.5       0070.6       0063.5    
20091128    180000      2455164.239   2090.692        0074.7       0072.7       0065.5    
20091128    200000      2455164.322   2090.695        0072.9       0070.9       0063.8    
20091128    220000      2455164.406   2090.698        0072.5       0070.5       0063.5    
20091129    180000      2455165.239   2090.729        0073.1       0071.1       0064.0    
20091129    200000      2455165.322   2090.732        0072.1       0070.1       0063.1    
20091129    220000      2455165.406   2090.735        0071.5       0069.6       0062.6    
20091130    180000      2455166.239   2090.765        0073.0       0071.0       0063.9    
20091130    200000      2455166.322   2090.768        0072.4       0070.4       0063.4    
20091130    220000      2455166.406   2090.771        0071.3       0069.3       0062.4    
20091201    180000      2455167.239   2090.802        0072.9       0070.8       0063.8    
20091201    200000      2455167.322   2090.805        0072.2       0070.2       0063.2    
20091201    220000      2455167.406   2090.808        0071.1       0069.1       0062.2    
20091202    180000      2455168.239   2090.838        0072.8       0070.7       0063.6    
20091202    200000      2455168.322   2090.842        0071.4       0069.4       0062.5    
20091202    220000      2455168.406   2090.845        0070.5       0068.5       0061.7    
20091203    180000      2455169.239   2090.875        0073.0       0070.9       0063.8    
20091203    200000      2455169.322   2090.878        0071.6       0069.6       0062.6    
20091203    220000      2455169.406   2090.881        0070.7       0068.7       0061.9    
20091204    180000      2455170.239   2090.912        0072.3       0070.2       0063.2    
20091204    200000      2455170.322   2090.915        0071.5       0069.4       0062.5    
20091204    220000      2455170.406   2090.918        0069.8       0067.8       0061.0    
20091205    180000      2455171.239   2090.948        0072.3       0070.2       0063.2    
20091205    200000      2455171.322   2090.952        0071.7       0069.6       0062.7    
20091205    220000      2455171.406   2090.955        0070.5       0068.4       0061.6    
20091206    180000      2455172.239   2090.985        0073.5       0071.4       0064.2    
20091206    200000      2455172.322   2090.988        0071.9       0069.8       0062.8    
20091206    220000      2455172.406   2090.991        0070.6       0068.5       0061.7    
20091207    180000      2455173.239   2091.022        0072.4       0070.3       0063.3    
20091207    200000      2455173.322   2091.025        0071.1       0069.0       0062.1    
20091207    220000      2455173.406   2091.028        0069.5       0067.5       0060.7    
20091208    180000      2455174.239   2091.058        0073.3       0071.1       0064.0    
20091208    200000      2455174.322   2091.062        0072.2       0070.0       0063.0    
20091208    220000      2455174.406   2091.065        0070.9       0068.8       0061.9    
20091209    180000      2455175.239   2091.095        0074.2       0072.0       0064.8    
20091209    200000      2455175.322   2091.098        0073.0       0070.8       0063.7    
20091209    220000      2455175.406   2091.101        0072.3       0070.1       0063.1    
20091210    180000      2455176.239   2091.132        0074.8       0072.5       0065.3    
20091210    200000      2455176.322   2091.135        0073.9       0071.6       0064.5    
20091210    220000      2455176.406   2091.138        0072.3       0070.2       0063.1    
20091211    180000      2455177.239   2091.168        0075.2       0072.9       0065.6    
20091211    200000      2455177.322   2091.172        0072.1       0069.9       0062.9    
20091211    220000      2455177.406   2091.175        0072.9       0070.7       0063.6    
20091212    180000      2455178.239   2091.205        0075.6       0073.3       0065.9    
20091212    200000      2455178.322   2091.208        0074.5       0072.2       0065.0    
20091212    220000      2455178.406   2091.211        0073.1       0070.9       0063.8    
20091213    180000      2455179.239   2091.242        0076.3       0073.9       0066.5    
20091213    200000      2455179.322   2091.245        0075.5       0073.1       0065.8    
20091213    220000      2455179.406   2091.248        0074.0       0071.7       0064.6    
20091214    180000      2455180.239   2091.278        0079.1       0076.6       0069.0    
20091214    200000      2455180.322   2091.282        0078.6       0076.2       0068.5    
20091214    220000      2455180.406   2091.285        0077.4       0075.0       0067.5    
20091215    180000      2455181.239   2091.315        0082.0       0079.4       0071.5    
20091215    200000      2455181.322   2091.318        0081.6       0079.0       0071.1    
20091215    220000      2455181.406   2091.321        0081.9       0079.3       0071.4    
20091216    180000      2455182.239   2091.352        0082.5       0079.9       0071.9    
20091216    200000      2455182.322   2091.355        0083.2       0080.6       0072.5    
20091216    220000      2455182.406   2091.358        0083.6       0081.0       0072.9    
20091217    180000      2455183.239   2091.388        0088.1       0085.4       0076.8    
20091217    200000      2455183.322   2091.391        0086.9       0084.2       0075.7    
20091217    220000      2455183.406   2091.395        0085.0       0082.3       0074.1    
20091218    180000      2455184.239   2091.425        0086.9       0084.1       0075.7    
20091218    200000      2455184.322   2091.428        0084.2       0081.6       0073.4    
20091218    220000      2455184.406   2091.431        0084.1       0081.4       0073.3    
20091219    180000      2455185.239   2091.462        0084.3       0081.7       0073.5    
20091219    200000      2455185.322   2091.465        0081.7       0079.1       0071.2    
20091219    220000      2455185.406   2091.468        0080.8       0078.3       0070.4    
20091220    180000      2455186.239   2091.498        0084.4       0081.7       0073.5    
20091220    200000      2455186.322   2091.501        0083.7       0081.0       0072.9    
20091220    220000      2455186.406   2091.505        0082.4       0079.8       0071.8    
20091221    180000      2455187.239   2091.535        0084.9       0082.2       0073.9    
20091221    200000      2455187.322   2091.538        0082.7       0080.0       0072.0    
20091221    220000      2455187.406   2091.541        0081.2       0078.6       0070.8    
20091222    180000      2455188.239   2091.572        0085.0       0082.3       0074.0    
20091222    200000      2455188.322   2091.575        0082.2       0079.5       0071.6    
20091222    220000      2455188.406   2091.578        0079.9       0077.3       0069.6    
20091223    180000      2455189.239   2091.608        0080.7       0078.0       0070.2    
20091223    200000      2455189.322   2091.611        0078.4       0075.9       0068.3    
20091223    220000      2455189.406   2091.615        0076.8       0074.3       0066.9    
20091224    180000      2455190.239   2091.645        0078.5       0075.9       0068.4    
20091224    200000      2455190.322   2091.648        0077.1       0074.6       0067.2    
20091224    220000      2455190.406   2091.651        0075.0       0072.5       0065.3    
20091225    180000      2455191.239   2091.682        0077.2       0074.7       0067.2    
20091225    200000      2455191.322   2091.685        0076.0       0073.5       0066.2    
20091225    220000      2455191.406   2091.688        0074.9       0072.4       0065.2    
20091226    180000      2455192.239   2091.718        0078.2       0075.6       0068.1    
20091226    200000      2455192.322   2091.721        0075.9       0073.4       0066.0    
20091226    220000      2455192.406   2091.725        0074.5       0072.1       0064.9    
20091227    180000      2455193.239   2091.755        0078.8       0076.2       0068.6    
20091227    200000      2455193.322   2091.758        0076.8       0074.3       0066.8    
20091227    220000      2455193.406   2091.761        0074.8       0072.4       0065.1    
20091228    180000      2455194.239   2091.792        0077.9       0075.4       0067.8    
20091228    200000      2455194.322   2091.795        0075.8       0073.3       0065.9    
20091228    220000      2455194.406   2091.798        0074.7       0072.2       0065.0    
20091229    180000      2455195.239   2091.828        0077.2       0074.6       0067.2    
20091229    200000      2455195.322   2091.831        0075.1       0072.7       0065.4    
20091229    220000      2455195.406   2091.835        0073.8       0071.4       0064.3    
20091230    180000      2455196.239   2091.865        0078.5       0075.9       0068.3    
20091230    200000      2455196.322   2091.868        0076.9       0074.3       0066.9    
20091230    220000      2455196.406   2091.871        0076.2       0073.7       0066.3    
20091231    180000      2455197.239   2091.902        0081.1       0078.4       0070.5    
20091231    200000      2455197.322   2091.905        0079.9       0077.2       0069.5    
20091231    220000      2455197.406   2091.908        0077.5       0074.9       0067.5    
20100101    180000      2455198.239   2091.938        0079.1       0076.5       0068.9    
20100101    200000      2455198.322   2091.941        0075.2       0072.7       0065.4    
20100101    220000      2455198.406   2091.945        0075.9       0073.3       0066.0    
20100102    180000      2455199.239   2091.975        0080.1       0077.4       0069.7    
20100102    200000      2455199.322   2091.978        0078.0       0075.4       0067.9    
20100102    220000      2455199.406   2091.981        0077.3       0074.8       0067.3    
20100103    180000      2455200.239   2092.012        0077.6       0075.0       0067.5    
20100103    200000      2455200.322   2092.015        0076.4       0073.8       0066.5    
20100103    220000      2455200.406   2092.018        0074.8       0072.3       0065.1    
20100104    180000      2455201.239   2092.048        0074.5       0072.1       0064.8    
20100104    200000      2455201.322   2092.051        0073.0       0070.6       0063.5    
20100105    180000      2455202.239   2092.085        0075.2       0072.7       0065.4    
20100105    200000      2455202.322   2092.088        0076.8       0074.3       0066.8    
20100105    220000      2455202.406   2092.091        0075.1       0072.6       0065.3    
20100106    180000      2455203.239   2092.122        0077.8       0075.3       0067.7    
20100106    200000      2455203.322   2092.125        0077.3       0074.7       0067.2    
20100106    220000      2455203.406   2092.128        0076.1       0073.6       0066.2    
20100107    180000      2455204.239   2092.158        0079.2       0076.6       0069.0    
20100107    200000      2455204.322   2092.161        0078.1       0075.5       0068.0    
20100107    220000      2455204.406   2092.164        0076.3       0073.8       0066.4    
20100108    180000      2455205.239   2092.195        0080.2       0077.6       0069.8    
20100108    200000      2455205.322   2092.198        0077.4       0074.9       0067.4    
20100108    220000      2455205.406   2092.201        0076.6       0074.1       0066.7    
20100109    180000      2455206.239   2092.232        0083.2       0080.4       0072.4    
20100109    200000      2455206.322   2092.235        0081.7       0079.0       0071.1    
20100109    220000      2455206.406   2092.238        0080.5       0077.8       0070.1    
20100110    180000      2455207.239   2092.268        0085.3       0082.5       0074.3    
20100110    200000      2455207.322   2092.271        0084.4       0081.6       0073.4    
20100110    220000      2455207.406   2092.274        0083.5       0080.7       0072.7    
20100111    180000      2455208.239   2092.305        0090.8       0087.8       0079.0    
20100111    200000      2455208.322   2092.308        0089.2       0086.3       0077.7    
20100111    220000      2455208.406   2092.311        0087.7       0084.8       0076.3    
20100112    180000      2455209.239   2092.342        0095.4       0092.3       0083.0    
20100112    200000      2455209.322   2092.345        0093.3       0090.2       0081.2    
20100112    220000      2455209.406   2092.348        0090.8       0087.8       0079.0    
20100113    180000      2455210.239   2092.378        0093.0       0089.9       0080.9    
20100113    200000      2455210.322   2092.381        0090.5       0087.5       0078.8    
20100113    220000      2455210.406   2092.384        0088.5       0085.6       0077.1    
20100114    180000      2455211.239   2092.415        0090.8       0087.8       0079.0    
20100114    200000      2455211.322   2092.418        0089.9       0087.0       0078.3    
20100114    220000      2455211.406   2092.421        0091.2       0088.2       0079.4    
20100115    180000      2455212.239   2092.452        0088.6       0085.7       0077.1    
20100115    200000      2455212.322   2092.455        0085.3       0082.6       0074.3    
20100115    220000      2455212.406   2092.458        0084.9       0082.2       0074.0    
20100116    180000      2455213.239   2092.488        0086.9       0084.1       0075.7    
20100116    200000      2455213.322   2092.491        0084.2       0081.4       0073.3    
20100116    220000      2455213.406   2092.494        0081.7       0079.0       0071.1    
20100117    180000      2455214.239   2092.525        0085.5       0082.7       0074.4    
20100117    200000      2455214.322   2092.528        0082.6       0079.9       0071.9    
20100117    220000      2455214.406   2092.531        0081.4       0078.8       0070.9    
20100118    180000      2455215.239   2092.562        0082.2       0079.6       0071.6    
20100118    200000      2455215.322   2092.565        0081.5       0078.9       0071.0    
20100118    220000      2455215.406   2092.568        0081.3       0078.7       0070.8    
20100119    180000      2455216.239   2092.598        0084.4       0081.7       0073.5    
20100119    200000      2455216.322   2092.601        0084.2       0081.6       0073.4    
20100119    220000      2455216.406   2092.604        0082.4       0079.8       0071.8    
20100120    180000      2455217.239   2092.635        0085.5       0082.8       0074.5    
20100120    200000      2455217.322   2092.638        0081.7       0079.1       0071.2    
20100120    220000      2455217.406   2092.641        0080.6       0078.0       0070.2    
20100121    180000      2455218.239   2092.672        0084.1       0081.5       0073.3    
20100121    200000      2455218.322   2092.675        0082.6       0080.0       0072.0    
20100121    220000      2455218.406   2092.678        0080.5       0078.0       0070.2    
20100122    180000      2455219.239   2092.708        0084.6       0081.9       0073.8    
20100122    200000      2455219.322   2092.711        0082.4       0079.8       0071.8    
20100122    220000      2455219.406   2092.714        0081.7       0079.1       0071.2    
20100123    180000      2455220.239   2092.745        0086.2       0083.5       0075.1    
20100123    200000      2455220.322   2092.748        0084.6       0082.0       0073.8    
20100123    220000      2455220.406   2092.751        0083.1       0080.5       0072.5    
20100124    180000      2455221.239   2092.782        0085.1       0082.5       0074.2    
20100124    200000      2455221.322   2092.785        0084.6       0081.9       0073.8    
20100124    220000      2455221.406   2092.788        0083.1       0080.5       0072.5    
20100125    180000      2455222.239   2092.818        0083.3       0080.7       0072.6    
20100125    200000      2455222.322   2092.821        0081.2       0078.7       0070.8    
20100125    220000      2455222.406   2092.824        0078.3       0075.9       0068.3    
20100126    180000      2455223.239   2092.855        0081.7       0079.2       0071.3    
20100126    200000      2455223.322   2092.858        0079.8       0077.3       0069.6    
20100126    220000      2455223.406   2092.861        0078.2       0075.8       0068.2    
20100127    180000      2455224.239   2092.892        0078.5       0076.2       0068.6    
20100127    200000      2455224.322   2092.895        0077.8       0075.4       0067.9    
20100127    220000      2455224.406   2092.898        0076.1       0073.8       0066.5    
20100128    180000      2455225.239   2092.928        0077.5       0075.2       0067.7    
20100128    200000      2455225.322   2092.931        0076.3       0074.0       0066.6    
20100128    220000      2455225.406   2092.934        0075.2       0073.0       0065.7    
20100129    180000      2455226.239   2092.965        0075.5       0073.2       0065.9    
20100129    200000      2455226.322   2092.968        0073.3       0071.1       0064.0    
20100129    220000      2455226.406   2092.971        0071.9       0069.7       0062.8    
20100130    180000      2455227.239   2093.002        0077.0       0074.7       0067.3    
20100130    200000      2455227.322   2093.005        0075.0       0072.8       0065.5    
20100130    220000      2455227.406   2093.008        0074.2       0072.0       0064.8    
20100131    180000      2455228.239   2093.038        0076.0       0073.8       0066.4    
20100131    200000      2455228.322   2093.041        0075.3       0073.0       0065.7    
20100131    220000      2455228.406   2093.044        0073.2       0071.1       0064.0    
20100201    180000      2455229.239   2093.075        0076.2       0074.0       0066.6    
20100201    200000      2455229.322   2093.078        0075.3       0073.1       0065.8    
20100201    220000      2455229.406   2093.081        0074.0       0071.9       0064.7    
20100202    180000      2455230.239   2093.112        0075.9       0073.8       0066.4    
20100202    200000      2455230.322   2093.115        0075.2       0073.0       0065.7    
20100202    220000      2455230.406   2093.118        0073.9       0071.8       0064.6    
20100203    180000      2455231.239   2093.148        0075.6       0073.5       0066.1    
20100203    200000      2455231.322   2093.151        0074.4       0072.3       0065.1    
20100203    220000      2455231.406   2093.154        0073.1       0071.0       0063.9    
20100204    180000      2455232.239   2093.185        0075.2       0073.1       0065.8    
20100204    200000      2455232.322   2093.188        0073.9       0071.8       0064.6    
20100204    220000      2455232.406   2093.191        0072.7       0070.7       0063.6    
20100205    180000      2455233.239   2093.222        0077.5       0075.4       0067.8    
20100205    200000      2455233.322   2093.225        0077.8       0075.6       0068.1    
20100205    220000      2455233.406   2093.228        0077.2       0075.1       0067.6    
20100206    180000      2455234.239   2093.258        0086.4       0084.0       0075.6    
20100206    200000      2455234.322   2093.261        0087.5       0085.1       0076.6    
20100206    220000      2455234.406   2093.264        0089.9       0087.5       0078.7    
20100207    180000      2455235.239   2093.295        0089.8       0087.4       0078.7    
20100207    200000      2455235.322   2093.298        0090.3       0087.8       0079.0    
20100207    220000      2455235.406   2093.301        0092.7       0090.2       0081.1    
20100208    180000      2455236.239   2093.332        0095.5       0093.0       0083.7    
20100208    200000      2455236.322   2093.335        0093.7       0091.2       0082.0    
20100208    220000      2455236.406   2093.338        0092.2       0089.7       0080.7    
20100209    180000      2455237.239   2093.368        0092.4       0090.0       0081.0    
20100209    200000      2455237.322   2093.371        0091.4       0089.0       0080.1    
20100209    220000      2455237.406   2093.374        0090.4       0088.0       0079.2    
20100210    180000      2455238.239   2093.405        0094.7       0092.2       0083.0    
20100210    200000      2455238.322   2093.408        0091.3       0088.9       0080.0    
20100210    220000      2455238.406   2093.411        0090.2       0087.8       0079.1    
20100211    180000      2455239.239   2093.442        0093.7       0091.3       0082.2    
20100211    200000      2455239.322   2093.445        0094.2       0091.8       0082.6    
20100211    220000      2455239.406   2093.448        0091.7       0089.4       0080.4    
20100212    180000      2455240.239   2093.478        0100.2       0097.7       0087.9    
20100212    200000      2455240.322   2093.481        0095.5       0093.1       0083.8    
20100212    220000      2455240.406   2093.484        0096.9       0094.5       0085.0    
20100213    180000      2455241.239   2093.515        0093.4       0091.1       0082.0    
20100213    200000      2455241.322   2093.518        0094.1       0091.8       0082.6    
20100213    220000      2455241.406   2093.521        0092.7       0090.4       0081.3    
20100214    180000      2455242.239   2093.552        0090.9       0088.6       0079.8    
20100214    200000      2455242.322   2093.555        0089.4       0087.2       0078.5    
20100214    220000      2455242.406   2093.558        0087.8       0085.7       0077.1    
20100215    180000      2455243.239   2093.588        0087.6       0085.5       0076.9    
20100215    200000      2455243.322   2093.591        0087.6       0085.5       0077.0    
20100215    220000      2455243.406   2093.594        0085.9       0083.8       0075.5    
20100216    180000      2455244.239   2093.625        0087.3       0085.2       0076.7    
20100216    200000      2455244.322   2093.628        0086.8       0084.7       0076.2    
20100216    220000      2455244.406   2093.631        0085.9       0083.8       0075.4    
20100217    180000      2455245.239   2093.662        0087.8       0085.8       0077.2    
20100217    200000      2455245.322   2093.665        0086.9       0084.8       0076.3    
20100217    220000      2455245.406   2093.668        0086.0       0084.0       0075.6    
20100218    180000      2455246.239   2093.698        0086.2       0084.2       0075.8    
20100218    200000      2455246.322   2093.701        0085.0       0083.1       0074.8    
20100218    220000      2455246.406   2093.704        0083.6       0081.7       0073.5    
20100219    180000      2455247.239   2093.735        0085.0       0083.1       0074.8    
20100219    200000      2455247.322   2093.738        0083.7       0081.8       0073.7    
20100219    220000      2455247.406   2093.741        0083.3       0081.5       0073.3    
20100220    180000      2455248.239   2093.772        0084.8       0082.9       0074.6    
20100220    200000      2455248.322   2093.775        0083.8       0082.0       0073.8    
20100220    220000      2455248.406   2093.778        0082.0       0080.2       0072.2    
20100221    180000      2455249.239   2093.808        0084.9       0083.1       0074.8    
20100221    200000      2455249.322   2093.811        0083.5       0081.7       0073.5    
20100221    220000      2455249.406   2093.814        0082.3       0080.6       0072.5    
20100222    180000      2455250.239   2093.845        0083.5       0081.8       0073.6    
20100222    200000      2455250.322   2093.848        0083.7       0081.9       0073.7    
20100222    220000      2455250.406   2093.851        0083.5       0081.7       0073.5    
20100223    180000      2455251.239   2093.882        0085.8       0084.0       0075.6    
20100223    200000      2455251.322   2093.885        0084.2       0082.4       0074.2    
20100223    220000      2455251.406   2093.888        0084.0       0082.2       0074.0    
20100224    180000      2455252.239   2093.918        0083.4       0081.7       0073.5    
20100224    200000      2455252.322   2093.921        0082.6       0080.9       0072.8    
20100224    220000      2455252.406   2093.924        0082.1       0080.5       0072.4    
20100225    180000      2455253.239   2093.955        0082.9       0081.3       0073.1    
20100225    200000      2455253.322   2093.958        0082.7       0081.1       0072.9    
20100225    220000      2455253.406   2093.961        0080.9       0079.3       0071.4    
20100226    180000      2455254.239   2093.992        0081.2       0079.6       0071.7    
20100226    200000      2455254.322   2093.995        0080.5       0078.9       0071.0    
20100226    220000      2455254.406   2093.998        0079.5       0078.0       0070.2    
20100227    180000      2455255.239   2094.028        0079.1       0077.6       0069.8    
20100227    200000      2455255.322   2094.031        0078.6       0077.1       0069.4    
20100227    220000      2455255.406   2094.034        0078.4       0076.9       0069.2    
20100228    180000      2455256.239   2094.065        0079.1       0077.6       0069.8    
20100228    200000      2455256.322   2094.068        0078.1       0076.6       0069.0    
20100228    220000      2455256.406   2094.071        0077.3       0075.9       0068.3    
20100301    170000      2455257.197   2094.100        0079.3       0077.8       0070.1    
20100301    200000      2455257.322   2094.105        0077.9       0076.5       0068.8    
20100301    230000      2455257.447   2094.109        0078.6       0077.2       0069.5    
20100302    170000      2455258.197   2094.137        0080.1       0078.6       0070.8    
20100302    200000      2455258.322   2094.141        0079.4       0078.0       0070.2    
20100302    230000      2455258.447   2094.146        0078.7       0077.3       0069.6    
20100303    170000      2455259.197   2094.173        0080.3       0078.9       0071.0    
20100303    200000      2455259.322   2094.178        0080.4       0079.0       0071.1    
20100303    230000      2455259.447   2094.182        0079.3       0078.0       0070.2    
20100304    170000      2455260.197   2094.210        0082.3       0080.9       0072.8    
20100304    200000      2455260.322   2094.215        0081.3       0080.0       0072.0    
20100304    230000      2455260.447   2094.219        0078.9       0077.6       0069.8    
20100305    170000      2455261.197   2094.247        0079.2       0077.9       0070.1    
20100305    200000      2455261.322   2094.251        0079.5       0078.2       0070.4    
20100305    230000      2455261.447   2094.256        0077.6       0076.3       0068.7    
20100306    170000      2455262.197   2094.283        0078.5       0077.3       0069.6    
20100306    200000      2455262.322   2094.288        0078.3       0077.1       0069.4    
20100306    230000      2455262.447   2094.292        0076.3       0075.1       0067.6    
20100307    170000      2455263.197   2094.320        0077.4       0076.3       0068.6    
20100307    200000      2455263.322   2094.325        0076.6       0075.4       0067.9    
20100307    230000      2455263.447   2094.329        0075.7       0074.5       0067.1    
20100308    170000      2455264.197   2094.357        0077.0       0075.9       0068.3    
20100308    200000      2455264.322   2094.361        0076.3       0075.1       0067.6    
20100308    230000      2455264.447   2094.366        0076.1       0075.0       0067.5    
20100309    170000      2455265.197   2094.393        0077.9       0076.8       0069.1    
20100309    200000      2455265.322   2094.398        0077.9       0076.8       0069.1    
20100309    230000      2455265.447   2094.402        0076.4       0075.3       0067.8    
20100310    170000      2455266.197   2094.430        0079.8       0078.7       0070.9    
20100310    200000      2455266.322   2094.435        0080.3       0079.3       0071.3    
20100310    230000      2455266.447   2094.439        0078.8       0077.7       0069.9    
20100311    170000      2455267.197   2094.467        0083.8       0082.7       0074.4    
20100311    200000      2455267.322   2094.471        0084.2       0083.1       0074.8    
20100311    230000      2455267.447   2094.476        0081.5       0080.5       0072.4    
